Name;Supervisor;StProgram;FieldOfStudy;IsFullTimeStudy;IsExternalStudy;ResearchType;Descrition;Created
Udržateľná stratégia budovania komunikácie značky v organizácii v online prostredí;prof. Ing. Milan Kubina, PhD.;manažment;ekonómia a manažment;TRUE;TRUE;aplikovaný výskum;Stratégia budovania značky predstavuje pre organizáciu možnosť ako sa spotrebitelia identifikujú s jej produktom a následne aj s jej hodnotami. Pričom nejde len o zacielenie na samotných spotrebiteľov ale aj na všetky zainteresované strany, ktoré sú v aktívnom interakčnom prostredí  s organizáciou. <br>Verejnosť si v dnešnej dobe spája značku aj so samotným slovom udržateľnosť vo význame nielen produktov ale aj rôznych aktivít a iniciatív, ktoré prospešne vplývajú na životné prostredie,na budovanie lokálnej komunity resp. reflektujú na spoločenské dianie v danom štáte. <br>Takto sa značka resp. organizácia dostáva do povedomia ľudí niekoľkonásobne, čo rezonuje u spotrebiteľov, ktorí si v dnešnej dobe dávajú pozor na to, aký produkt alebo organizáciu svojou kúpou podporia. Marketingová komunikácia, ktorá sa v čoraz väčšej miere prenáša do online prostredia (web, e-shop, blog...) respektíve na sociálne siete (influenceri...) nie je žiadnou novinkou. <br>Avšak otvárajú sa nové možnosti na sociálnych sieťach, ktoré začínajú organizácie aktívne využívať nielen na propagáciu svojich produktov ale primárne na zvýšenie povedomia o svojich aktivitách. S marketingovou komunikáciou v online prostredí sa čoraz viac spája aj umelá inteligencia. Dnes už sa bežne využívajú v marketingu možnosti strojového učenia, dátových modelov alebo algoritmy na to, aby dokázali zacieliť a pochopiť záujmy resp. reakcie svojho publika. <br>Takýmto spôsobom môžu organizácie lepšie identifikovať a predikovať správanie zákazníkov, reagovať na spoločenské udalosti a riadiť svoju komunikáciu a aktivity voči rôznym zainteresovaným stranám. Cieľom dizertačnej práce je zamerať sa na možnosti budovania komplexnej  a cielenej komunikažnej stratégie organizácie resp. značky s využitím moderných IT nástrojov najmä v online prostredí.<br>;15.2.2023 9:46
Využite koncepcie smartcity pre tvorbu stratégie riadenia komunikácie mesto - občan;prof. Ing. Milan Kubina, PhD.;manažment;ekonómia a manažment;TRUE;TRUE;aplikovaný výskum;Mestá v súčasnosti predstavujú administratívne, kultúrne, sociálne centrá pre svojich obyvateľov a taktiež aj pre celú spádovú oblasť okolitých vidieckych sídel. Toto tvrdenie potvrdzuje aj skutočnosť, že väčšina populácie žije v mestách. Vzniká potreba riešiť množstvo otázok v rozsahu oblastí,<br>za ktoré mestá (samosprávy) zodpovedajú a poskytujú služby občanom. Dôležité je však si uvedomiť, že v centre pozorností mesta musí byť samotný občan, čiže aj všetky procesy a služby mesta musia byť riadené tak, aby naplnili očakávania občanov a zvýšili kvalitu ich života. <br>Občan od mesta očakáva riešenie jeho každodenných problémov, ako aj informácie ako sa efektívne nakladá s verejnými zdrojmi napr. v oblasti školstva, zdravotníctva, dopravy, životného prostredia a pod. Mestá môžu hľadať riešenia, ktoré prináša napríklad aj celkový technologický pokrok, pre budovanie transparentnej občianskej spoločnosti. Koncepcia inteligentných miest (Smart Cities) predstavuje ucelený súbor poznatkov na využívanie informačno-komunikačných technológií<br>za účelom skvalitnenia služieb mesta obyvateľstvu a všeobecne zvýšenie kvality života v meste. Jedná sa najmä o tvorbu stratégie pre komunikáciu a spoluprácu so zainteresovanými stranami, pre plánovanie a koordináciu, pre riadenie zdrojov mesta a pod.<br>Cieľom dizertačnej práce je pomocou využitia koncepcie Smart City navrhnúť model stratégie riadenia komunikácie mesta so zainteresovanými stranami s dôrazom na občanov mesta v reáliách Slovenska. Prínosom tohto modelu bude skvalitniť tvorbu komunikačných stratégií v slovenských mestách s využitím moderných technológií v intenciách konceptu Smart City a tak prispieť k budovaniu občianskej spoločnosti.;15.2.2023 10:55
Stratégia riadenia športu na úrovni samospráv;doc. Ing. Michal Varmus, PhD.;manažment;ekonómia a manažment;TRUE;TRUE;aplikovaný výskum;Problematika financovania športu na Slovensku je neustále aktuálna téma. Športové organizácie môžu prijímať finančné prostriedky z viacerých zdrojov. Ide najmä o príspevok uznanému športu,  ktorý je zakotvený v legislatíve, ale nemej dôležité sú iné zdroje zo samospráv (VÚC, obce a mestá). Na rozdiel od jasne definovaných kritérií súvisiacich s príspevkom uznanému športu, na úrovni samospráv ide o pomerne neprehľadný proces. Existuje množstvo otázok, na ktoré treba hľadať odpovede a to najmä súvisiacich so vzájomnou komunikáciou (zväzy vs. samosprávy, štát vs. samosprávy, kluby vs. samosprávy), ale aj napĺňaním ich požiadaviek, či očakávaní. Strategický model riadenia športu na úrovni v podmienkach Slovenska a platnej legislatívy by mohol priniesť nový pohľad na túto problematiku a pomôcť množstvu športových organizácii na Slovensku. <br><br>Úlohou riešenia bude zistiť východiskovú situáciu na Slovensku a vo svete a následne skúmať možnosti strategického riadenia športu na úrovni samospráv. <br>Cieľom riešenia je navrhnúť model stratégie riadenia športu na úrovni samospráv v podmienkach Slovenska. <br>Na základe navrhnutého modelu vypracovať metodológiu jeho implementácie a následne preukázať vhodnosť (či nevhodnosť) jednotlivých prístupov pri riadení relevantných procesov.<br>;15.2.2023 14:14
Strategický prístup k vzdelávaniu športovcov pre ich uplatnenie na pracovnom trhu – kariéra po kariére;doc. Ing. Michal Varmus, PhD.;manažment;ekonómia a manažment;TRUE;TRUE;aplikovaný výskum;Problematika uplatnenia profesionálnych športovcov na trhu práce po ukončení ich športovej kariéry je mimoriadne aktuálna vo svete, ale aj na Slovensku. Existuje množstvo negatívnych príkladov v zahraničí, ale aj na Slovensku, keď prechod profesionálnych športovcov do civilného života bol veľmi problematický. Naskytuje sa množstvo otázok v súvislosti s touto problematikou. Ide najmä o to, kto by mal byť za túto problematiku zodpovedný. Či by sa to malo riešiť na úrovni zväzov alebo štátu. Kto by mal športovcov pripravovať na tento prechod, akým spôsobom a kedy? Preto je nutné preskúmať túto problematiku v podmienkach Slovenska a inšpirovať sa zahraničnou dobrou praxou. Na základe analýz pripraviť strategický rámec a nájsť vhodný prístup k vzdelávaniu profesionálnych športovcov, aby mohli na trhu práce naštartovať kariéru po kariére. <br><br>Úlohou riešenia bude zistiť východiskovú situáciu na Slovensku a vo svete a následne skúmať možnosti strategického prístupu k vzdelávaniu športovcov. <br>Cieľom riešenia je navrhnúť strategický model vzdelávania športovcov v podmienkach Slovenska, tak aby boli uplatniteľní na trhu práce po ukončení ich športovej kariéry. <br>Na základe navrhnutého modelu vypracovať metodológiu jeho implementácie a následne preukázať vhodnosť (či nevhodnosť) jednotlivých prístupov pri riadení relevantných procesov.<br>;15.2.2023 14:18
Dostupnosť, bezpečnosť a spoľahlivosť dátovej vrstvy po havárii;doc. Ing. Michal Kvet, PhD. ;aplikovaná informatika;informatika;TRUE;FALSE;aplikovaný výskum a experimentálny vývoj;Databázové systémy v súčasnosti vyžadujú neustálu dostupnosť bez akýchkoľvek výpadkov. To má za následok nevyhnutnosť replikovania dát na rôznych uzloch a v rôznych architektúrach, či už vo forme viacerých inštancií, ktoré obsluhujú jednu databázu (Real Application Cluster (RAC)), stand-by databáz, logických alebo fyzických klonov, prípadne fragmentácie a distribúcie databáz. V súčasnosti existujú nástroje, ktoré dokážu čiastočne dynamicky smerovať záťaž a vyvažovať množstvo dát na jednotlivých prvkoch infraštruktúry. <br>V prvotnej fáze pôjde o analýzu existujúcich architektúr (RAC, stand-by, sharded database, ...) databázových systémov s perspektívnou dynamickej kontajnerizácie databáz a systémov ako takých. <br>Cieľom samotného výskumu je návrh a implementácia vlastných architektúr na úrovni samotnej databázy (fragmentácie, replikácia dát), a to jednak na fyzickej úrovni (viaceré disky s rôznymi parametrami), ale aj logickej (distribúcia dát) s definovaním vlastnej metodiky návrhu dátovej vrstvy tak, aby bola zabezpečená dostupnosť, bezpečnosť a spoľahlivosť systémov z pohľadu prístupu, ako i konzistencie dát. Je teda nutné navrhnúť aj komunikačnú platformu medzi jednotlivými uzlami siete. <br>;15.2.2023 15:08
Dynamická obnova databázového systému po havárii;doc. Ing. Michal Kvet, PhD. ;aplikovaná informatika;informatika;TRUE;FALSE;aplikovaný výskum a experimentálny vývoj;Databázové systémy v súčasnosti vyžadujú neustálu dostupnosť bez akýchkoľvek výpadkov. To má za následok nevyhnutnosť replikovania dát na rôznych uzloch a v rôznych architektúrach, či už vo forme viacerých inštancií, ktoré obsluhujú jednu databázu (Real Application Cluster (RAC)), stand-by databáz, logických alebo fyzických klonov, prípadne fragmentácie a distribúcie databáz. V súčasnosti existujú nástroje, ktoré dokážu čiastočne dynamicky smerovať záťaž a vyvažovať množstvo dát na jednotlivých prvkoch infraštruktúry. <br>V prvotnej fáze pôjde o analýzu existujúcich architektúr (RAC, stand-by, sharded database, ...) databázových systémov s perspektívnou dynamickej kontajnerizácie databáz a systémov ako takých. <br>Cieľom samotného výskumu je návrh a implementácia vlastných architektúr na úrovni samotnej databázy (fragmentácie, replikácia dát), a to jednak na fyzickej úrovni (viaceré disky s rôznymi parametrami), ale aj logickej (distribúcia dát) s definovaním vlastnej metodiky návrhu dátovej vrstvy tak, aby bola zabezpečená dynamická obnova systému po havárii. Je teda nutné navrhnúť algoritmy identifikácie dostupných zdrojov, ich relokácie a obnovu vo väzbe na zmenu smerovania požiadaviek klientov. <br>;15.2.2023 15:14
Rozpoznávanie útokov v IP sieti pomocou metód strojového učenia;doc. Mgr. Juraj Smieško, PhD, ;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;1. Návrh dekompozičných a zhlukových metód vhodných pre identifikáciu anomálií v IP    <br>    sieti<br>2. Návrh použitia multidimenzionálnych dekompozičných metód PARAFAC a NPLS <br>3. Porovnanie efektivitu využitia lineárnych metód s nelineárnymi metódami strojového        <br>    účenia.                  <br>3. Využitie skúmaných metód pre predikciu IP prevádzky a identifikáciu útoku v IP sieti<br>4. Implementácia nových metód v softvérovej sonde <br>;15.2.2023 15:16
Kontrola pravopisu v slovenskom texte pomocou umelej inteligencie;doc. Ing. Patrik Hrkút, PhD., školiteľ špecialista: Ing. Štefan Toth, PhD. ;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;Ľudia často robia pri písaní chyby a súčasné korektory ich nie vždy správne identifikujú a opravia. <br>Mnohé textové editory kontrolujú väčšinou pravopis pomocou slovníkov, kde sa hľadá iba jedno <br>slovo a neuvažuje sa kontext celej vety. Tak je to aj v prípade textového editoru Word alebo Libre <br>Office pre slovenský jazyk, hoci pre anglický alebo český jazyk existuje už aj rozšírená kontrola. <br>Jedným z možných riešení tejto úlohy je implementácia pravidiel slovenského pravopisu spolu<br>s výnimkami. Takéto riešenie ponúka aj nástroj LanguageTool, ktorý je k dispozícií tiež v slovenčine.<br> Nedokáže však odhaliť všetky možné chyby v slovenskom jazyku. Iným riešením úlohy je využitie<br> umelej inteligencie, napr. hlbokých neurónových sietí, prípadne kombinácie manuálnej a <br>automatickej kontroly. Cieľom tejto dizertačnej práce bude preskúmať existujúce a navrhnúť <br>nové algoritmy umožňujúce kontrolu pravopisných chýb v slovenskom texte.;15.2.2023 15:51
Autenticita dát v online systémoch s využitím Blockchain;doc. Ing. Patrik Hrkút, PhD., školiteľ špecialista: Ing. Michal Ďuračík, PhD. ;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;V súčasnosti používame množstvo online systémov. Autenticita dát, ktoré do týchto systémov<br>vkladáme, môže byť dodatočne kompromitovaná. Kompromitovať dáta môžu priamo <br>administrátori týchto systémov alebo k nej môže dôjsť napríklad počas hackerských útokov. <br>Počas pandemickej situácie sa množstvo aktivít prenáša do online sveta a našou úlohou je <br>dosiahnuť rovnakú úroveň zabezpečenia. Na Fakulte riadenia a informatiky sme vyvinuli systém <br>OnVote, ktorý slúži ako podpora pre rokovania v online priestore. Jeho hlavnou úlohou je <br>zabezpečenie online hlasovaní. Pri tomto type hlasovania často vznikajú obavy o transparentnosť <br>takéhoto procesu. Blockchain ako technológia by mohla pomôcť zvýšiť dôveru v takýto systém. <br>Potrebu autenticity dát vyžadujú aj rôzne ďalšie systémy a rovnaké prístupy ako na modelovom <br>systéme OnVote by mohli byť aplikované aj tam.;15.2.2023 16:01
Využitie strojového učenia pri spracovaní zdrojového kódu;doc. Ing. Patrik Hrkút, PhD., školiteľ špecialista: Ing. Michal Ďuračík, PhD. ;aplikovaná informatika;informatika;TRUE;TRUE;aplikovaný výskum a experimentálny vývoj;V súčasnosti sa čoraz častejšie v akademickom prostredí stretávame s plagiátorstvom. <br>S rozmachom informačných technológií je čoraz jednoduchšie dostať sa k rôznym zdrojom a <br>vytvoriť plagiát. Existujú rôzne algoritmy a nástroje, ktoré umožňujú vyhľadávať plagiáty <br>v zdrojovom kóde. Tieto nástroje umožňujú vyhľadávať podobnosti aj vo veľkom množstve<br> zdrojového kódu, ale často nezohľadňujú prípady, pri ktorých sa človek úmyselne pokúsi <br>modifikovať zdrojový kód tak,  aby  sa  vyhol  odhaleniu. Okrem  samotného  vyhľadávania  <br>zhodných  častí  zdrojového  kódu  je  aj  nemenej  dôležitou  časťou vyhodnocovanie ich<br>relevantnosti. Pre finálne určenie plagiátu je vždy nutné vyhodnotenie človekom, ktorý by mal <br>pri tomto procese dostať čo najrelevantnejšie informácie o hodnotenom zdrojovom kóde.Práca <br>nadväzuje na už realizovaný výskum v tejto oblasti na FRI. Úlohou doktoranda je aplikovať strojové<br> učenie do už vyvinutých algoritmov s cieľom vylepšenia ich výsledkov.;15.2.2023 16:10
